Identifiant;Adresse;Code postal;Commune;Nature de l'opération;Responsable de l'opération;Date de l'opération;Protohistoire;Antiquité;Moyen-Age;Temps modernes;Epoque contemporaine;X;Y;latitude;longitude
1322;22 rue Malar;75007;Paris;Diagnostic;Delval Marc;1995;Non;Non;Non;Oui;Non;649080.177;6862438.1;48.85996377405715; 2.305967443368719
1902;174 rue de Charenton;75012;Paris;Diagnostic;Ginoux Nathalie;1995;Non;Non;Oui;Non;Non;654794.39;6860635.59;48.844180140911384; 2.3840399305279907
1207;18 rue des Ecoles;75005;Paris;Découverte ancienne;Vacquer Théodore;;Non;Oui;Non;Non;Non;652219.313;6861149.88;48.848619358348905; 2.348896356473282
1217;34 boulevard Saint-Michel;75006;Paris;Découverte ancienne;Vacquer Théodore;1863;Non;Oui;Non;Non;Non;651729.825;6861302.52;48.84995557712866; 2.3422091219976435
1473;4 rue Valette;75005;Paris;Découverte ancienne;Toulouze Eugène;1882;Non;Oui;Oui;Non;Non;652057.09;6861029.53;48.84752503124228; 2.3466994251768583
28;18 rue Chanoinesse;75004;Paris;Découverte ancienne;Sellier Charles;1908;Non;Oui;Non;Non;Non;652360.223;6861736.29;48.85390334693093; 2.3507507370160323
2227;13 rue de l'Abbaye;75006;Paris;Découverte ancienne;Vacquer Théodore;1881;Non;Non;Oui;Oui;Non;651158.547;6861786.44;48.854264364329474; 2.334368938745849
2127;4 rue du Petit Moine;75005;Paris;Découverte ancienne;Vacquer Théodore;1885;Non;Oui;Oui;Non;Non;652405.276;6859990.74;48.83820899746548; 2.3515600547868503
2130;7 rue Saint-Hippolyte;75013;Paris;Découverte ancienne;Vacquer Théodore;1868;Non;Non;Non;Non;Non;652114.757;6859743.78;48.83596654138481; 2.347629943276585
45;1 place de la Concorde;75008;Paris;Découverte ancienne;;1915;Non;Non;Non;Non;Non;650092.212;6862884.17;48.864054388282526; 2.3197083198912223
1122;19 rue Charlot;75003;Paris;Diagnostic;Peixoto Xavier;2006;Non;Non;Non;Oui;Non;653140.343;6862613.32;48.8618475795421; 2.3612853015122726
1449;24 boulevard Saint-Michel;75006;Paris;Découverte ancienne;Vacquer Théodore;;Non;Oui;Non;Non;Non;651770.283;6861416.4;48.85098271466488; 2.3427475119794545
1450;25 boulevard Saint-Michel;75005;Paris;Découverte ancienne;Vacquer Théodore;"1846 ; 1856";Non;Oui;Non;Non;Non;651783.395;6861353.06;48.850414118845684; 2.342933370082707
1692;1 rue Gabriel Vicaire;75003;Paris;Découverte ancienne;Magne Charles;1911;Non;Non;Oui;Oui;Non;653152.883;6862948.33;48.864861180721846; 2.361419291462999
1940;2 rue du Cardinal Guibert;75018;Paris;Découverte ancienne;Vacquer Théodore;;Non;Oui;Oui;Non;Non;651799.212;6865373.93;48.886574140967234; 2.342692794250535
2113;29 rue de Buci;75006;Paris;Diagnostic;Celly Paul;2018;Non;Non;Oui;Oui;Non;651310.046;6861705.28;48.853545975726966; 2.3364428255594922
1091;39 boulevard de Sébastopol;75001;Paris;Fouille;Peixoto Xavier;1998;Non;Non;Oui;Oui;Non;652270.59;6862539.78;48.86112243326715; 2.3494390312315403
2030;42 avenue des Gobelins;75013;Paris;;;;Non;Non;Non;Non;Non;652487.869;6859643.84;48.83509536068443; 2.352724009478085
2175;33 rue des Lombards;75001;Paris;Découverte ancienne;Vacquer Théodore;1853;Non;Non;Oui;Oui;Non;652181.524;6862375.85;48.85964162645675; 2.3482435420410286
1603;42 avenue des Gobelins;75013;Paris;Découverte ancienne;Vacquer Théodore;1870;Non;Oui;Non;Non;Non;652487.869;6859643.84;48.83509536068443; 2.352724009478085
1488;1 rue Vauquelin;75005;Paris;Découverte ancienne;Magne Charles;1880;Non;Oui;Non;Non;Non;652156.77;6860348.21;48.84140526617828; 2.348134309327695
1337;39 rue des Ecoles;75005;Paris;Découverte ancienne;Vacquer Théodore;1879;Non;Oui;Non;Non;Non;652097.468;6861176.78;48.84885225811475; 2.3472330291475862
1571;3 boulevard Arago;75013;Paris;Découverte ancienne;Vacquer Théodore;1880;Non;Oui;Oui;Non;Non;652385.795;6859790.89;48.836410277169115; 2.351317021431263
1606;11 avenue des Gobelins;75005;;Découverte ancienne;Magne Charles;1897;Non;Oui;Non;Non;Non;652396.555;6859950.09;48.83784273166821; 2.351445792870355
1537;19 rue Descartes;75005;Paris;Découverte ancienne;Sellier Charles;1905;Non;Oui;Oui;Non;Non;652240.237;6860911.21;48.84647452889017; 2.3492082780473833
2264;15 rue de l'Arbre Sec;75001;Paris;Découverte ancienne;Vacquer Théodore;1844;Non;Non;Oui;Non;Non;651717.743;6862380.76;48.859651215536395; 2.341922031116535
2139;81 boulevard Saint-Michel;75005;Paris;Découverte ancienne;Vacquer Théodore;1862;Non;Oui;Non;Non;Non;651573.792;6860823.67;48.845637559885446; 2.3401374462592703
1228;10 rue du Couëdic;75014;Paris;Découverte ancienne;Sellier Charles;1899;Non;Oui;Non;Non;Non;651057.509;6859120.08;48.83027807454732; 2.3332988240003565
1741;1 boulevard Beaumarchais;75004;Paris;Découverte ancienne;Grimault Prudent Aimé;1931;Non;Non;Non;Oui;Non;653669.495;6861727.75;48.853921993484136; 2.3685940508207985
1480;2W rue de Medicis;75006;Paris;Découverte ancienne;Vacquer Théodore;1844;Non;Oui;Non;Non;Non;651460.033;6861033.01;48.847511598805134; 2.338563528236437
2178;31 rue des Ecoles;75005;Paris;Découverte ancienne;Vacquer Théodore;1858;Non;Oui;Non;Non;Non;652157.587;6861151.7;48.84863117226022; 2.3480550542530763
1574;3 boulevard Arago;75013;Paris;Découverte ancienne;Toulouze Eugène;1880;Non;Oui;Oui;Non;Non;652385.795;6859790.89;48.836410277169115; 2.351317021431263
1305;66 rue du Cardinal Lemoine;75005;Paris;Découverte ancienne;Magne Charles;1889;Non;Oui;Non;Non;Non;652297.468;6860791.67;48.84540382716088; 2.3500015003315657
1898;4 rue Saint-Martin;75004;Paris;Découverte ancienne;Vacquer Théodore;;Non;Oui;Non;Non;Non;652250.255;6862076.2;48.856952032166234; 2.3492139491169883
1858;6 rue d'Arcole;75004;Paris;Découverte ancienne;Vacquer Théodore;1866 - 1875;Non;Oui;Oui;Oui;Non;652274.531;6861788.7;48.85436829700614; 2.3495770703807977
1880;8 boulevard du Palais;75001;Paris;Découverte ancienne;Vacquer Théodore;1845;Non;Oui;Non;Non;Non;651949.454;6861844.15;48.85484282730178; 2.345140718101695
1392;6 rue du Fouarre;75005;Paris;Découverte ancienne;Magne Charles;1914;Non;Oui;Non;Non;Non;652105.656;6861504.91;48.85180370633347; 2.3473076427386608
1863;9 boulevard du Palais;75004;Paris;Découverte ancienne;Vacquer Théodore;1863 - 1864;Non;Oui;Oui;Non;Non;651977.89;6861824.22;48.854665709715775; 2.3455304931250485
2143;2 rue des Prêtres Saint-Germain-l'Auxerrois;75001;Paris;Découverte ancienne;Vacquer Théodore;1841;Non;Oui;Oui;Non;Non;651695.202;6862340.22;48.85928492766188; 2.341619423171995
139;1 boulevard Saint-Michel;75005;Paris;Découverte ancienne;Grimault Prudent Aimé;1923;Non;Non;Non;Oui;Non;651874.808;6861637.09;48.85297519952662; 2.3441468859295416
33;18 rue du Cloître Saint-Merri;75004;Paris;Découverte ancienne;Magne Charles;1911;Non;Non;Oui;Non;Non;652384.436;6862334.37;48.8592836047177; 2.351013714944372
39;3 rue du Cloître Notre-Dame;75004;Paris;Découverte ancienne;Magne Charles;1915;Non;Non;Oui;Non;Non;652369.837;6861630.17;48.85294977289786; 2.3508936414729686
116;60 rue de Vaugirard;75006;Paris;Découverte ancienne;Magne Charles;1911;Non;Non;Non;Oui;Non;650989.169;6861160.66;48.84862395141777; 2.332132827864523
211;21 place du Panthéon;75005;Paris;Découverte ancienne;Grimault Prudent Aimé;1923 - 1927;Non;Non;Oui;Oui;Non;651900.392;6860882.57;48.84619171795156; 2.344580878581956
300;16 rue Tournefort;75005;Paris;Découverte ancienne;Grimault Prudent Aimé;1936;Non;Non;Non;Non;Oui;652154.819;6860564.05;48.84334621918052; 2.348083448518379
142;17 rue Pierre Nicole;75005;Paris;Suivi de travaux;Grimault Prudent Aimé;1922 - 1923;Non;Non;Oui;Oui;Non;651560.748;6860342.04;48.84130530738675; 2.340014566451771
222;25 quai de Montebello;75005;Paris;Découverte ancienne;Grimault Prudent Aimé;1928;Non;Non;Oui;Non;Non;652135.551;6861579.98;48.852481018797064; 2.347706575126257
380;1 place de la Bastille;75004;Paris;Découverte ancienne;Grimault Prudent Aimé;1921;Non;Non;Non;Non;Non;653627.725;6861627.73;48.85301953187467; 2.368035730027262
526;23 quai de Conti;75006;Paris;;;1942;Non;Non;Non;Oui;Non;651380.464;6862121.0;48.85728980480506; 2.337354908993945
424;95B boulevard Arago;75014;Paris;Découverte ancienne;;1952;Non;Non;Non;Oui;Non;651159.864;6859568.01;48.8343141564013; 2.3346416370745127
438;33 rue Pierre-Nicole;75005;Paris;Fouille;Fleury Michel;"1955 ; 1956 ; 1957 ; 1958 ; 1959";Non;Oui;Non;Non;Non;651490.41;6860205.91;48.840075787281336; 2.3390717795154097
563;51 rue des Saints-Pères;75006;Paris;Découverte ancienne;;1972;Non;Non;Non;Non;Non;650887.785;6861839.84;48.854724029123155; 2.330672891999011
564;2w rue de Médicis;75006;Paris;Suivi de travaux;Servat Edmond;1973;Non;Oui;Non;Non;Non;651460.033;6861033.01;48.847511598805134; 2.338563528236437
612;4 rue du Cloître Notre-Dame;75004;Paris;Découverte ancienne;Le Hallé Guy;1974;Non;Non;Non;Non;Non;652427.048;6861622.34;48.85288358514112; 2.3516741570291373
638;8V place de la Porte de Bagnolet;75020;Paris;Découverte ancienne;Le Hallé Guy;1975;Non;Non;Non;Non;Oui;656641.516;6862888.14;48.864564200448584; 2.408977711138537
577;22 rue du Cloitre Notre-Dame;75004;Paris;Dossier administratif;Kruta Vinceslas;1976 - 1983;Non;Non;Oui;Non;Non;652264.804;6861701.49;48.853583294394326; 2.349454304534929
587;1 place de la Sorbonne;75005;Paris;Sauvetage urgent;DAH;1974;Non;Oui;Non;Non;Non;651755.938;6861129.5;48.848401553436474; 2.3425845845034488
546;1 place Saint Sulpice;75006;Paris;;;1969;Non;Non;Non;Oui;Non;651161.281;6861372.29;48.850540134321776; 2.334453769102633
875;15 rue de l'École de Médecine;75006;Paris;Suivi de travaux;Marquis Philippe;1993;Non;Non;Non;Non;Non;651655.439;6861394.1;48.85077357411049; 2.34118507844028
595;23 rue Clovis;75005;Paris;Suivi de travaux;Viré Marc;1976;Non;Non;Oui;Non;Non;652106.23;6860899.37;48.84635809643975; 2.3473836669749217
596;12 rue de l'École de Médecine;75006;Paris;Suivi de travaux;Servat Edmond;1977;Non;Non;Non;Non;Non;651624.621;6861447.62;48.85125256318682; 2.3407590370353586
709;6 rue des Bourdonnais;75001;Paris;Sauvetage urgent;Busson Didier;1983;Non;Non;Oui;Non;Non;651940.111;6862480.82;48.86056760712009; 2.3449414124584873
710;6 rue d'Arcole;75004;Paris;Fouille;Robin Sylvie;1983;Non;Oui;Oui;Oui;Non;652274.531;6861788.7;48.85436829700614; 2.3495770703807977
753;1 rue Descartes;75005;Paris;;;1988;Non;Non;Non;Non;Non;652201.422;6861023.87;48.847484808974606; 2.348666732171061
1130;2 rue Saint-Louis-en-l'île;75004;Paris;Diagnostic;Peixoto Xavier;2010;Non;Non;Non;Oui;Non;652992.567;6861393.41;48.85086632883956; 2.3594060393169287
2005;12 rue de Rome;75008;Paris;Découverte ancienne;;1903;Oui;Oui;Non;Non;Non;650484.438;6864087.99;48.874910314225005; 2.32491419395385
732;9 rue Geoffroy l'Asnier;75004;Paris;Sauvetage urgent;;1985;Non;Non;Oui;Non;Non;652749.213;6861800.63;48.85451057098448; 2.3560446237963806
331;18 boulevard Arago;75013;Paris;;;1907;Non;Non;Non;Non;Non;652231.811;6859764.59;48.83616236469208; 2.349222233073284
918;2 rue de la Collégiale;75005;Paris;Suivi de travaux;Busson Didier;2000;Non;Oui;Oui;Non;Non;652483.232;6859892.02;48.83732691027935; 2.3526331221572905
1103;45 rue du Faubourg Saint-Antoine;75011;Paris;Diagnostic;Celly Paul;2012;Non;Oui;Non;Oui;Non;653948.585;6861552.79;48.852368640785286; 2.372416361993075
1173;22 rue Monsieur le Prince;75006;Paris;Découverte ancienne;Vacquer Théodore;;Non;Oui;Non;Non;Non;651565.115;6861286.16;48.84979611885445; 2.339966541296503
318;2A quai François Miterrand;75001;Paris;Découverte ancienne;Grimault Prudent Aimé;1939;Non;Non;Non;Oui;Non;651451.853;6862407.69;48.85987338346109; 2.338295094775319
354;43 rue Censier;75005;Paris;Découverte ancienne;Magne Charles;1913;Non;Non;Non;Non;Non;652358.763;6860144.27;48.83958623637891; 2.350909187242807
1634;8 place Sainte-Opportune;75001;Paris;Découverte ancienne;Sellier Charles;1899;Non;Non;Oui;Non;Non;652115.512;6862379.15;48.85966641755495; 2.347343480384026
944;60 rue des Francs-Bourgeois;75003;Paris;Diagnostic;Franel Yodrik;2006;Non;Non;Oui;Oui;Non;652844.22;6862406.13;48.859962781390024; 2.357272197665618
1071;13 impasse du Clos Bruneau;75005;Paris;Découverte fortuite;;2015;Non;Non;Non;Oui;Non;652141.175;6861145.48;48.848573999201115; 2.34783211959402
1084;64 rue Gay-Lussac;75005;Paris;Fouille;Celly Paul;2003;Non;Oui;Non;Oui;Non;651779.249;6860431.48;48.84212605698561; 2.3429813678609057
1086;1 place de l'Odéon;75006;Paris;Fouille;Celly Paul;2007;Non;Oui;Non;Non;Non;651487.07;6861319.77;48.8500924912893; 2.338899219139676
1087;9 rue Méchain;75014;Paris;Diagnostic;Celly Paul;2008;Non;Non;Non;Oui;Non;651569.188;6859702.41;48.83555367750061; 2.340202375937964
1617;1 rue des Gobelins;75013;Paris;Découverte ancienne;Vacquer Théodore;1846;Non;Oui;Non;Non;Non;652453.252;6859717.95;48.835759329702405; 2.3522441472528666
1622;6 rue Le Brun;75013;Paris;Découverte ancienne;Toulouze Eugène;1884;Non;Non;Non;Non;Non;652654.314;6859859.51;48.83704719992061; 2.354967451045931
1080;2 quai François Mitterand;75001;Paris;Diagnostic;Avinain Julien;2013;Non;Non;Non;Oui;Non;651451.853;6862407.69;48.85987338346109; 2.338295094775319
466;11 impasse Chartière;75005;Paris;Suivi de travaux;Travers Laurent;1959;Non;Oui;Non;Non;Non;652014.387;6861101.38;48.84816796151353; 2.346109446434829
474;1 rue de Sully;75004;Paris;;Fleury Michel;1960;Non;Non;Non;Oui;Non;653301.356;6861332.42;48.85034028460348; 2.363620578163751
799;191 rue Saint-Jacques;75005;Paris;Sondage;Marquis Philippe;1990;Non;Oui;Non;Non;Non;651743.604;6860730.46;48.84481211684661; 2.3424617975391375
175;1 rue Saint-Martin;75004;Paris;Découverte ancienne;Grimault Prudent Aimé;1924;Non;Non;Non;Non;Oui;652230.76;6862086.65;48.85704451777113; 2.3489470881395254
786;2 rue Palatine;75006;Paris;Sondage;Brut Catherine;1989;Non;Non;Non;Oui;Non;651244.651;6861403.53;48.85082743274132; 2.335586251651235
278;1 place du Docteur Antoine Béclère;75012;Paris;Découverte ancienne;;1935;Non;Non;Non;Non;Non;654727.109;6861295.42;48.85010929387888; 2.3830529696862204
839;1 rue Michelet;75006;Paris;Sondage;Busson Didier;1992;Non;Non;Non;Non;Oui;651385.784;6860467.52;48.84242060214507; 2.337616449628213
842;9 rue du Perche;75003;Paris;Diagnostic;Brut Catherine;1992;Non;Non;Non;Non;Non;653135.715;6862497.31;48.86080403322741; 2.361235013511263
1499;43 rue Pierre Nicole;75005;Paris;Découverte ancienne;Vacquer Théodore;1873;Non;Oui;Non;Non;Non;651455.567;6860138.1;48.839463310239296; 2.338604815415975
1428;1 rue Royer-Collard;75005;Paris;Découverte ancienne;Vacquer Théodore;1868;Non;Oui;Non;Non;Non;651745.009;6860816.72;48.84558795732688; 2.342471153857634
2177;3 rue de l'Abbaye;75006;Paris;Sondage;Goret Jean-François;2018;Non;Non;Non;Non;Oui;651243.363;6861748.31;48.85392793387465; 2.335529163055538
1405;7 rue Laromiguière;75005;Paris;Découverte ancienne;Magne Charles;1882;Non;Oui;Non;Non;Non;652091.878;6860639.97;48.84402426489153; 2.347217331015197
2162;53 rue de la Harpe;75005;Paris;Découverte ancienne;Vacquer Théodore;1846;Non;Oui;Non;Non;Non;651848.773;6861477.02;48.851533737414115; 2.3438102235894607
2109;6 rue Toullier;75005;Paris;Découverte ancienne;Vacquer Théodore;;Non;Oui;Non;Non;Non;651781.241;6861004.18;48.847276457660314; 2.342943578896668
988;10 rue Vauquelin;75005;Paris;Diagnostic;Avinain Julien;2014;Non;Non;Non;Oui;Non;652112.339;6860329.52;48.841233967266014; 2.3475310660675364
1372;70 rue Balard;75015;Paris;Diagnostic;Limondin Nicole;1994;Oui;Oui;Non;Non;Non;647005.813;6860214.06;48.83979587286507; 2.2779727735956175
2057;2 passage de la Petite Boucherie;75006;Paris;Découverte ancienne;Vacquer Théodore;1873;Non;Non;Oui;Non;Non;651248.386;6861720.87;48.85368153045538; 2.3356007615593324
1210;35 rue Gay-Lussac;75005;Paris;Découverte ancienne;Vacquer Théodore;;Non;Oui;Non;Non;Non;651739.936;6860625.69;48.84386958297715; 2.342423709002376
1212;7 rue Toullier;75005;Paris;Découverte ancienne;Toulouze Eugène;1885;Non;Oui;Oui;Non;Non;651797.728;6861014.17;48.84736755800531; 2.3431670971557974
1714;81 boulevard Saint-Marcel;75013;Paris;Découverte ancienne;Vacquer Théodore;1870 - 1874;Non;Oui;Oui;Non;Non;652491.642;6859840.88;48.83686763398219; 2.3527534053631323
1012;1 place de la Bastille;75004;Paris;Découverte ancienne;Grimault Prudent Aimé;1926;Non;Non;Oui;Oui;Non;653627.725;6861627.73;48.85301953187467; 2.368035730027262
2230;24 rue Saint-Denis;75001;Paris;Découverte ancienne;Vacquer Théodore;;Non;Non;Oui;Non;Non;652177.691;6862398.64;48.85984627161049; 2.348188737557727
1798;10 rue Clovis;75005;Paris;Découverte ancienne;Vacquer Théodore;1851;Non;Oui;Oui;Non;Non;652212.743;6860887.65;48.84626066066568; 2.3488362986956637
1960;44 boulevard Saint-Michel;75006;Paris;Découverte ancienne;;1900;Non;Non;Non;Oui;Non;651682.1;6861193.81;48.848974384908395; 2.3415711429347748
1328;138 rue de Grenelle;75007;Paris;Diagnostic;Navecth-Domin Antoinette;1996;Non;Non;Non;Oui;Non;649877.831;6862191.45;48.85780817042897; 2.316867932513993
2134;16 rue des Gobelins;75013;Paris;Découverte ancienne;Vacquer Théodore;;Non;Oui;Non;Non;Non;652366.903;6859735.45;48.83591033230621; 2.351065860320488
1127;8 rue Campagne-Première;75014;Paris;Diagnostic;Peixoto Xavier;2012;Non;Non;Non;Oui;Oui;651025.3;6860201.11;48.83999740590763; 2.332735652375293
1376;1 boulevard de Beauséjour;75016;Paris;Diagnostic;Drwila Gabriel;1993;Non;Non;Non;Oui;Non;646617.899;6862227.23;48.857868127616044; 2.272435155633304
2043;1T rue d'Alésia;75014;Paris;Évaluation archéologique;Lemaire Patrick;1997;Non;Non;Non;Non;Oui;651646.438;6858684.31;48.82640364506761; 2.3413704310291674
1569;8 boulevard Arago;75013;;Découverte ancienne;Vacquer Théodore;1867;Non;Oui;Oui;Non;Non;652295.52;6859794.62;48.83643709147282; 2.3500867773047958
1500;39 rue Pierre Nicole;75005;Paris;Découverte ancienne;Vacquer Théodore;1878 - 1879;Non;Oui;Non;Non;Non;651473.787;6860173.8;48.83978574265297; 2.3388489701859445
1596;25 avenue des Gobelins;75013;Paris;Découverte ancienne;Vacquer Théodore;1877;Non;Oui;Non;Non;Non;652457.949;6859813.12;48.836615519813684; 2.352297499610583
2102;160 rue Saint-Jacques;75005;Paris;Découverte ancienne;Vacquer Théodore;1893 - 1894;Non;Oui;Non;Non;Non;651813.249;6860989.33;48.84714529747481; 2.34338140089013
1090;1 place de l'Odéon;75006;Paris;Diagnostic;Celly Paul;1997;Non;Oui;Non;Oui;Non;651487.07;6861319.77;48.8500924912893; 2.338899219139676
1920;25 rue de Rivoli;75004;Paris;Découverte ancienne;Vacquer Théodore;;Non;Non;Oui;Non;Non;652755.124;6861998.31;48.85628874283759; 2.35610320957341
1565;2 boulevard Arago;75013;Paris;Découverte ancienne;Vacquer Théodore;1878;Non;Oui;Oui;Non;Non;652337.694;6859814.49;48.836618904075394; 2.3506590927585993
1980;8 rue Charles V;75004;Paris;Suivi de travaux;Coxall David;2014;Non;Non;Non;Non;Non;653255.602;6861619.59;48.85291948315043; 2.3629655280140494
2024;28 rue de Charenton;75012;Paris;Découverte ancienne;Sellier Charles;1924;Non;Non;Non;Non;Non;653933.505;6861429.88;48.85126227356968; 2.37222417814519
1762;168b boulevard Saint-Germain;75006;Paris;Découverte ancienne;Vacquer Théodore;1876 - 1877;Non;Non;Oui;Non;Non;651221.268;6861699.32;48.85348564460286; 2.3352336809996754
2182;3 rue de l'Ecole de Médecine;75006;Paris;Diagnostic;Celly Paul;2019;Non;Oui;Non;Oui;Oui;651728.409;6861363.07;48.85049996709838; 2.3421829532022187
2188;3 rue de la Cité;75004;Paris;Découverte ancienne;Vacquer Théodore;1844;Non;Non;Oui;Non;Non;652170.953;6861871.8;48.85510792735242; 2.348156180652875
1648;4 boulevard de Port-Royal;75005;Paris;Découverte ancienne;Magne Charles;1880;Non;Oui;Non;Non;Non;652357.16;6859862.86;48.83705537390763; 2.350918864125306
1852;48 rue Saint-Jacques;75005;Paris;Découverte ancienne;Bourla Alexandre;1831;Non;Non;Non;Non;Non;651895.346;6861213.48;48.84916723236816; 2.344474690874718
1764;1 rue de la Cité;75004;Paris;Découverte ancienne;Magne Charles;1913;Non;Non;Non;Oui;Non;652184.828;6861906.63;48.85542218045165; 2.3483413517702827
1671;80 boulevard Saint-Marcel;75005;Paris;Découverte ancienne;;1753;Non;Oui;Non;Non;Non;652529.43;6859905.02;48.83744723362949; 2.3532610433174517
1750;17 rue Beautreillis;75004;Paris;Découverte ancienne;Sellier Charles;1902;Non;Non;Oui;Oui;Non;653326.772;6861661.23;48.853299100053256; 2.363930822585684
1775;7 rue des Chantiers;75005;Paris;Découverte ancienne;;1898;Non;Non;Oui;Non;Non;652631.492;6861189.69;48.849007828956886; 2.3545084009142103
1558;1v boulevard Arago;75013;Paris;Découverte ancienne;Vacquer Théodore;1847;Non;Oui;Oui;Non;Non;652403.87;6859799.41;48.83648820626823; 2.351562306401458
1256;11 rue des Carmes;75005;Paris;Découverte ancienne;Vacquer Théodore;1879;Non;Oui;Non;Non;Non;652115.902;6861164.09;48.84873948960915; 2.3474856466948655
1797;1 place Sainte-Geneviève;75005;Paris;Découverte ancienne;Vacquer Théodore;1878;Non;Non;Oui;Non;Non;652122.058;6860920.14;48.84654608396387; 2.3475969960747336
1903;141 avenue de Clichy;75017;Paris;Diagnostic;Guyard Laurent;1993;Non;Oui;Non;Non;Non;650093.754;6865870.24;48.89090734627847; 2.3193785044547597
1590;12 bis avenue des Gobelins;75005;Paris;Découverte ancienne;Magne Charles;1898;Non;Oui;Oui;Non;Non;652359.579;6859930.11;48.83766038101538; 2.3509442874179594
1591;14 avenue des Gobelins;75005;Paris;Découverte ancienne;Vacquer Théodore;1880;Non;Oui;Oui;Non;Non;652364.461;6859919.2;48.83756255567479; 2.351012019577729
72;32 avenue René Coty;75014;Paris;Étude documentaire;Magne Charles;1915;Non;Non;Non;Oui;Non;651130.892;6858926.17;48.82853978887276; 2.3343206775765553
84;28 rue Saint-Jacques;75005;Paris;Suivi de travaux;Magne Charles;1914;Non;Oui;Non;Non;Non;651984.46;6861453.8;48.85133508346926; 2.3456618602660817
47;2 rue Dante;75005;Paris;Découverte ancienne;Sellier Charles;1901;Non;Oui;Oui;Non;Non;652080.324;6861467.53;48.85146568458138; 2.3469666527511848
122;1 rue de Lobau;75004;Paris;Découverte ancienne;;1923;Non;Non;Oui;Non;Non;652502.552;6861929.1;48.85564777176801; 2.3526688115984182
138;1 boulevard Saint-Michel;75005;Paris;Suivi de travaux;Grimault Prudent Aimé;1922 - 1923;Non;Oui;Non;Non;Non;651874.808;6861637.09;48.85297519952662; 2.3441468859295416
199;58 rue des Ecoles;75005;Paris;Découverte ancienne;Grimault Prudent Aimé;1924;Non;Non;Oui;Non;Non;651826.79;6861316.94;48.85009249451665; 2.3435287962041937
286;1 rue Thouin;75005;Paris;Découverte ancienne;Grimault Prudent Aimé;1935;Non;Non;Oui;Non;Non;652266.833;6860752.51;48.84504938382223; 2.3495884794950292
279;15 rue des Carmes;75005;Paris;Découverte ancienne;Grimault Prudent Aimé;1933;Non;Non;Non;Non;Non;652107.677;6861139.03;48.84851352356395; 2.3473763923548145
163;17 rue de Vaugirard;75006;Paris;Découverte ancienne;Grimault Prudent Aimé;1924;Non;Oui;Oui;Oui;Non;651239.431;6861219.24;48.8491697010864; 2.335536252646648
385;12 rue Cassette;75006;Paris;Découverte ancienne;;1954;Non;Non;Non;Oui;Non;650890.542;6861296.04;48.84983384389429; 2.3307732748361953
535;31 rue de Tournon;75006;Paris;Sauvetage urgent;Zwegers Bernard;1966;Non;Oui;Non;Non;Non;651382.544;6861266.39;48.849604506185344; 2.3374809815959705
1197;21 rue de Vaugirard;75006;Paris;Découverte ancienne;Vacquer Théodore;1866;Non;Oui;Non;Non;Non;650998.415;6861149.51;48.84852433826001; 2.3322601018702964
610;15 rue Cujas;75005;Paris;Sauvetage urgent;;1970 - 1971;Non;Oui;Non;Non;Non;651760.588;6861047.42;48.847663785858174; 2.3426572571276165
623;11 quai de Conti;75006;Paris;;;1972;Non;Non;Non;Non;Non;651501.556;6862044.24;48.85660866479837; 2.339013975051128
519;17 rue Neuve-Saint-Pierre;75004;Paris;;;1964;Non;Non;Oui;Non;Non;653243.277;6861728.46;48.85389759646281; 2.3627855975502023
543;22 rue du Cloitre Notre-Dame;75004;Paris;Sondage;Fleury Michel;1965;Non;Non;Oui;Oui;Non;652264.804;6861701.49;48.853583294394326; 2.349454304534929
547;14 rue de Bearn;75003;Paris;Suivi de travaux;;1969;Non;Non;Non;Oui;Non;653511.471;6862136.1;48.857582898833066; 2.366395890353251
557;1 rue Soufflot;75005;Paris;Fouille;Fleury Michel;1971;Non;Oui;Non;Non;Non;651886.303;6860904.56;48.84638842177939; 2.3443864188028076
765;12 rue des Feuillantines;75005;Paris;SP;Robin Sylvie;1989;Non;Oui;Non;Non;Non;651691.459;6860416.98;48.841989065042256; 2.341786911678303
935;10 rue Amyot;75005;Paris;Diagnostic;Robin Sylvie;2002;Non;Non;Non;Non;Non;652069.115;6860576.76;48.8434541692287; 2.346914305681424
1187;52 rue de Javel;75015;Paris;Diagnostic;Marti Fabrice;2006;Oui;Non;Non;Non;Non;647295.306;6860871.38;48.84573085893783; 2.281835345733154
739;33 rue Quincampoix;75004;Paris;Sauvetage urgent;;1985;Non;Non;Oui;Non;Non;652327.424;6862478.37;48.860574344627246; 2.3502205428048906
330;23 rue Poliveau;75005;Paris;Fouille;Magne Charles;1903;Non;Oui;Non;Non;Non;652982.167;6860210.62;48.84022870077718; 2.3593950826702694
1146;44 rue Saint-Jacques;75005;;Découverte ancienne;Vacquer Théodore;;Non;Oui;Non;Non;Non;651920.271;6861280.18;48.849768940984404; 2.3448067880229746
1099;9 avenue du Général Lemonnier;75001;Paris;Diagnostic;Celly Paul;2010;Non;Non;Non;Oui;Non;650899.372;6862666.99;48.86216336563157; 2.330735254920301
1056;1 place de la Bastille;75004;Paris;;;1928-1930;Non;Non;Non;Non;Non;653627.725;6861627.73;48.85301953187467; 2.368035730027262
904;254 rue Saint-Jacques;75005;Paris;Fouille;Robin Sylvie;1998;Non;Oui;Non;Non;Non;651655.875;6860533.46;48.84303383933639; 2.341288857077517
